id	file_name	title	composer	musicbrainz_id	musicbrainz_composer	musicbrainz_lyricist	musicbrainz_type	wikidata_id	wikidata_description	wikidata_allmusic	wiki_link
1586	dataset/trad/I Surrender Dear (Dixieland Tunes).xml	I Surrender Dear	Barris, Clifford, Crosby	edd91ebc-8340-4333-973f-f2ecc6bcdc86	['Harry Barris']	['Gordon Clifford']	Song	Q5979098	song performed by Bing Crosby		https://en.wikipedia.org/wiki/I_Surrender_Dear
1587	dataset/trad/I Surrender, Dear.xml	I Surrender, Dear	Harry Barris, Gordon Clifford, Bing Crosby	edd91ebc-8340-4333-973f-f2ecc6bcdc86	['Harry Barris']	['Gordon Clifford']	Song	Q5979098	song performed by Bing Crosby		https://en.wikipedia.org/wiki/I_Surrender_Dear
1588	dataset/trad/I Thank You, Mister Moon.xml	I Thank You, Mister Moon	Dave Oppenheim, Dolly Morse, Abel Baer	abb39e54-5026-4565-8e1b-0f4941cd2588	['Abel Baer', 'David Oppenheim']	['Theodora Morse']	Song				
1589	dataset/trad/I Want A Girl (Just Like The Girl That Married Dear Old Dad).xml	I Want A Girl (Just Like The Girl That Married Dear Old Dad)	Harry Von Tilzer, William Dillon	54c1268a-50ea-4658-9e0d-b8c520c75f7f	['Harry Von Tilzer']	['William Dillon']	Song	Q5979429	song composed by Harry Von Tilzer		https://en.wikipedia.org/wiki/I_Want_a_Girl_(Just_Like_the_Girl_That_Married_Dear_Old_Dad)
1590	dataset/trad/I Want A Little Girl 1.xml	I Want A Little Girl	Murray Mencher, Billy Moll	9d689166-2121-3ab7-837a-40418adfe8d5	['Murray Mencher']	['Billy Moll']	Song				
1591	dataset/trad/I Want Some Red Roses For A Blue Lady.xml	I Want Some Red Roses For A Blue Lady	Sidney Tepper, Roy Brodsky	5cc943d5-54e1-3cb6-bcbd-4b13a4f29c99	['Roy C. Bennett', 'Sid Tepper']	[]	Song	Q1006895	song		https://en.wikipedia.org/wiki/Red_Roses_for_a_Blue_Lady
1592	dataset/trad/I Want To Be Happy (Dixieland Tunes).xml	I Want To Be Happy	Vincent Youmans, Irving Caesar	4ee0ac5c-a2d2-3f7c-991a-8752c89c7034	['Irving Caesar', 'Vincent Youmans']	['Irving Caesar']	Song	Q5979567	song		https://en.wikipedia.org/wiki/I_Want_to_Be_Happy
1593	dataset/trad/I Wish I Could Shimmy Like My Sister Kate.xml	I Wish I Could Shimmy Like My Sister Kate	Louis Armstrong		[]	[]					
1594	dataset/trad/I Wish't I Was In Peoria.xml	I Wish't I Was In Peoria	Billy Rose, Mort Dixon, Harry Woods		[]	[]					
1595	dataset/trad/I Wonder What's Become Of Sally.xml	I Wonder What's Become Of Sally	Unknown Composer		[]	[]					
1596	dataset/trad/I Wonder Where My Baby Is Tonight.xml	I Wonder Where My Baby Is Tonight	Donaldson, Kahn	44bccd05-2c93-4f2e-80f2-9410f3866d1a	['Walter Donaldson']	['Gus Kahn']	Song				
1597	dataset/trad/I Wonder Who's Kissing Her Now.xml	I Wonder Who's Kissing Her Now	Hough, Adams, Howard, Orlob	c94481a1-ee82-4051-bfcd-ddba2e7d436d	['Harold Orlob', 'Joseph E. Howard']	['Frank R. Adams', 'Will M. Hough']	Song	Q3436979	1909 popular song		https://en.wikipedia.org/wiki/I_Wonder_Who%27s_Kissing_Her_Now
1598	dataset/trad/I Would Do Anything For You.xml	I Would Do Anything For You	Hill, Williams, Hopkins	df0d849b-cfb0-4721-ad46-1f6bcdcb042e	['Alex Hill', 'Bobby Williams', 'Claude Hopkins']	[]	Song				
1599	dataset/trad/I'll Always Be In Love With You.xml	I'll Always Be In Love With You	Sam H Stept	c8cf17ed-34e5-470a-ab14-1ff3a5e416e2	['Herman Ruby', 'Sam H. Stept']	['Bud Green']	Song				
1600	dataset/trad/I'll Fly Away.xml	I'll Fly Away	Albert E Brumley	d4050cab-4738-42c8-9071-986b54b80421	['Albert E. Brumley', 'Matthew D. Washington']	['Albert E. Brumley']	Song	Q5965793	single by M-Flo and Maki Nomiya		https://en.wikipedia.org/wiki/I%27ll_Fly_Away
1601	dataset/trad/I'll See You In My Dreams (with Verse).xml	I'll See You In My Dreams (with Verse)	Isham Jones, Gus Khan	200cdfad-2422-3e1f-8880-eb358acf4b05	['Isham Jones']	['Gus Kahn']	Song	Q5965981	1924 song by Gus Kahn and Isham Jones	mc0002395332	https://en.wikipedia.org/wiki/I%27ll_See_You_in_My_Dreams_(1924_song)
1602	dataset/trad/I'll Take You Home Again Kathleen.xml	I'll Take You Home Again Kathleen	Westendorf	08b52947-fcf1-4286-a2e0-43880536bff0	['Thomas P. Westendorf']	['Thomas P. Westendorf']	Song	Q5966020	1875 song composed by Thomas P. Westendorf; performed by Bing Crosby and others		https://en.wikipedia.org/wiki/I%27ll_Take_You_Home_Again,_Kathleen
1603	dataset/trad/I'm A Ding Dong Daddy From Dumas.xml	I'm A Ding Dong Daddy From Dumas	Phil Baxter	5d8d18da-d30c-473f-ae5d-6c63136736fd	['Phil Baxter']	['Phil Baxter']	Song				
1604	dataset/trad/I'm Alone Because I Love You.xml	I'm Alone Because I Love You	Joe Young	c6581529-b728-4108-9c8d-48ea887ba67c	['Ira Schuster']	['Joe Young']	Song				
1605	dataset/trad/I'm Coming Virginia.xml	I'm Coming Virginia	Heywood, Cook	e62158c9-03bb-35e5-a137-b27bf351965e	['Donald Heywood', 'Will Marion Cook']	[]	Song				
1606	dataset/trad/I'm Confessin' (That I Love You).xml	I'm Confessin' (That I Love You)	Ellis Reynolds, Doc Daugherty, Al Neiburg	047be238-31e7-494b-b860-bbbc3b2622f4	['Doc Daugherty', 'Ellis Reynolds']	['Al J. Neiburg']	Song	Q5159973	"derivative song composed by Doc Daugherty and Ellis Reynolds, lyrics by Al J. Neiburg; based on ""Lookin’ for Another Sweetie"""	mc0002482534	https://en.wikipedia.org/wiki/Confessin%27
1607	dataset/trad/I'm Crazy 'Bout My Baby.xml	I'm Crazy 'Bout My Baby	Fats Waller, Alexander Hill	24d1701c-4312-47fb-9874-ad3239c3e44c	['Fats Waller']	['Alex Hill']	Song				
1608	dataset/trad/I'm Forever Blowing Bubbles.xml	I'm Forever Blowing Bubbles	John W Kellette, Jaan Kenbrovin	7bca08dd-b130-4719-a345-16c7ef5e938c	['John Kellette']	['James Brockman', 'James Kendis', 'Nat Vincent']	Song	Q1676211	1919 American Popular song, British football anthem		https://en.wikipedia.org/wiki/I%27m_Forever_Blowing_Bubbles
1609	dataset/trad/I'm Gonna Sit Right Down and Write Myself A Letter (Dixieland Tunes).xml	I'm Gonna Sit Right Down and Write Myself A Letter	Fred Ahlert, Joseph Young	468ded01-6183-3227-90e1-19eeafab5af5	['Fred E. Ahlert', 'Joe Young']	['Joe Young']	Song	Q5966356	original song written and composed by Fred E. Ahlert, lyrics by Joe Young		https://en.wikipedia.org/wiki/I%27m_Gonna_Sit_Right_Down_and_Write_Myself_a_Letter
1610	dataset/trad/I'm Just Wild About Harry.xml	I'm Just Wild About Harry	Eubie Blake, Noble Sissle	2e9ed5fb-369c-45fd-9b3f-ec0c921d873d	['Eubie Blake']	['Noble Sissle']	Song	Q17012678	1921 song		https://en.wikipedia.org/wiki/I%27m_Just_Wild_About_Harry
1611	dataset/trad/I'm Looking Over A Four Leaf Clover.xml	I'm Looking Over A Four Leaf Clover	Harry Macgregor Woods, Mort Dixon	0f65d569-b476-470a-91a8-9894c5abe9a0	['Harry M. Woods', 'Mort Dixon']	[]	Song	Q5966472	song		https://en.wikipedia.org/wiki/I%27m_Looking_Over_a_Four_Leaf_Clover
1612	dataset/trad/I'm Nobody's Baby.xml	I'm Nobody's Baby	Benny Davis, Milton Ager, Lester Santly	858fa9a8-e348-3b5c-85b5-dbfb5ba04fc5	['Benny Davis', 'Lester Santly', 'Milton Ager']	[]	Song	Q108889932	original song written and composed by  Milton Ager, Benny Davis, and Lester Santly	mc0002675090	
1613	dataset/trad/I'm Putting All My Eggs In One Basket (Dixieland Tunes).xml	I'm Putting All My Eggs In One Basket	Irving Berlin	343d10b9-a00f-3a0b-8776-451f04f5a064	['Irving Berlin']	['Irving Berlin']	Song	Q5966698	song performed by Fred Astaire		https://en.wikipedia.org/wiki/I%27m_Putting_All_My_Eggs_in_One_Basket
1614	dataset/trad/I'm Sitting On Top Of The World (Dixieland Tunes).xml	I'm Sitting On Top Of The World	Henderson, Lewis, Young	e72463b3-ec6a-35a3-8eb7-cf015092dad0	['Ray Henderson']	['Joe Young', 'Sam M. Lewis']	Song	Q5966734	song performed by Al Jolson		https://en.wikipedia.org/wiki/I%27m_Sitting_on_Top_of_the_World
1615	dataset/trad/I'm Sorry I Made You Cry.xml	I'm Sorry I Made You Cry	N J Clesi	07db079d-0182-322a-bf08-1c98221a7086	['N.J. Clesi']	['N.J. Clesi']	Song	Q25216431	original song written and composed by N.J. Clesi	mc0002554325	https://en.wikipedia.org/wiki/I%27m_Sorry_I_Made_You_Cry
1616	dataset/trad/I'm Walkin', Yes Indeed I'm Walkin'.xml	I'm Walkin', Yes Indeed I'm Walkin'	Fats Domino, Dave Louis Bartholomew	1d9f2c4e-ba82-4120-9a36-f37a4b7c70ac	['Dave Bartholomew', 'Fats Domino']	['Dave Bartholomew', 'Fats Domino']	Song	Q1154737	song		https://en.wikipedia.org/wiki/I%27m_Walkin%27
1617	dataset/trad/I've Been Floating Down The Old Green River.xml	I've Been Floating Down The Old Green River	Joseph Cooper, Bert Kalmar	a382a1a5-7bd8-4549-939a-ac5c5ab0bdb9	['Joe Cooper']	['Bert Kalmar']	Song				
1618	dataset/trad/I've Been Working On The Railroad.xml	I've Been Working On The Railroad	Trad.		[]	[]					
1619	dataset/trad/I've Found A New Baby (Dixieland Tunes).xml	I've Found A New Baby	Spencer Williams, Jack Palmer	88b0de3e-9343-31f5-a3d2-a5f07c2189c8	['Jack Palmer', 'Spencer Williams']	[]	Song	Q11258983	song composed by Jack Palmer, Spencer Williams performed by Benny Goodman		https://en.wikipedia.org/wiki/I%27ve_Found_a_New_Baby
1620	dataset/trad/I've Got A Feeling I'm Falling.xml	I've Got A Feeling I'm Falling	Fats Waller, Harry Link, Billy Rose	782de424-033d-3cd1-bbca-be31394e4822	['Fats Waller', 'Harry Link']	['Billy Rose']	Song	Q5967280	song composed by Fats Waller		https://en.wikipedia.org/wiki/I%27ve_Got_a_Feeling_I%27m_Falling
1621	dataset/trad/I've Got A Pocketful Of Dreams.xml	I've Got A Pocketful Of Dreams	Freed, Brown		[]	[]					
1622	dataset/trad/I've Got My Fingers Crossed.xml	I've Got My Fingers Crossed	Jimmy McHugh, Ted Koehler	29d8ec4b-4948-46f5-8f6c-3c9a82641eec	['Jimmy McHugh']	['Ted Koehler']	Song				
1623	dataset/trad/Ice Cream.xml	Ice Cream	Robert King, Howard Johnson, Billy Moll	029ae17e-203c-4b92-b4ed-e7df43ccdaed	['Steve Swallow']	['Robert Creeley']					
1624	dataset/trad/Ida, Sweet As Apple Cider.xml	Ida, Sweet As Apple Cider	Eddie Munson, Eddie Leonard	e6b6fc65-e6e9-4453-98b7-2eaeac14592a	['Eddie Munson']	['Eddie Leonard']	Song				
1625	dataset/trad/Idaho (Dixieland Tunes).xml	Idaho	Jesse Stone	9177f2cb-8545-307a-87b7-2e1cfb05d43b	['Jesse Stone']	['Jesse Stone']	Song				
1626	dataset/trad/If Ever I Cease To Love.xml	If Ever I Cease To Love	John P Robichaux, Harry Y Owens, Dave Frank	718cfcee-0487-4243-a9dd-28381568a72c	['Chris Shiflett', 'Dave Grohl', 'Nate Mendel', 'Taylor Hawkins']	[]	Song				
1627	dataset/trad/If I Could Be With You One Hour Tonight.xml	If I Could Be With You One Hour Tonight	James Johnson, Henry Creamer	2e8dfa35-bd31-3fc1-ab0b-da3ab1bff2a0	['James P. Johnson']	['Henry Creamer']	Song				
1628	dataset/trad/If I Had A Talking Picture Of You.xml	If I Had A Talking Picture Of You	Henderson, De Sylva, Brown	2702bb16-a447-41ae-a2eb-0ef577d91120	['Buddy DeSylva', 'Lew Brown', 'Ray Henderson']	[]					
1629	dataset/trad/If I Had My Life To Live Over.xml	If I Had My Life To Live Over	Henry Tobias, Moe Jaffe	2745f384-68f8-483d-a9a3-4c170879b1da	['Henry Tobias', 'Larry Vincent', 'Moe Jaffe']	[]	Song				
1630	dataset/trad/If I Had My Way.xml	If I Had My Way	James Kendis, Lou Klein	0dc86d9a-dd94-48e9-b62a-7b827152948c	['James Kendis']	['Lou Klein']	Song				
1631	dataset/trad/If Those Lips Could Only Speak (A Beautiful Picture).xml	If Those Lips Could Only Speak (A Beautiful Picture)	Ridgewell, Goodwin		[]	[]					
1632	dataset/trad/If You Knew Susie.xml	If You Knew Susie	Joseph Meyer, Buddy De Sylva	8d20acd8-7bb7-4a3a-bc3d-d56027e3903c	['Buddy DeSylva', 'Joseph Meyer']	[]	Song				
1633	dataset/trad/If You See My Saviour ( Tell The Lord I'm Coming Home).xml	If You See My Saviour ( Tell The Lord I'm Coming Home)	Thomas Andrew (Georgia Tom) Dorsey	f95139cb-fe89-4f17-8cdc-fd967e1aa49a	['Thomas A. Dorsey']	['Thomas A. Dorsey']	Song				
1634	dataset/trad/If You Were The Only Girl In The World.xml	If You Were The Only Girl In The World	Grey, Ayer	6adac6ad-df70-4860-a999-e2ff6b67eff3	['Nat D. Ayer']	['Clifford Grey']	Song	Q3437332	song written by Nat D. Ayer and Clifford Grey		https://en.wikipedia.org/wiki/If_You_Were_the_Only_Girl_(In_the_World)
1635	dataset/trad/In A  Mellow Tone (Dixieland Tunes).xml	In A  Mellow Tone	Art Hickman		[]	[]					
1636	dataset/trad/In A Shanty In Old Shanty Town (Dixieland Tunes).xml	In A Shanty In Old Shanty Town	Little, Siras, Young	b4aef236-9f8c-4f8e-9aa2-92731712ef97	['Ira Schuster', 'Little Jack Little']	['Joe Young']	Song	Q6011466	original song composed by Jack Little and Ira Schuster, lyrics by Joe Young	mc0002618919	https://en.wikipedia.org/wiki/In_a_Shanty_in_Old_Shanty_Town
1637	dataset/trad/In Apple Blossom Time.xml	In Apple Blossom Time	Tilzer, Fleeson	c2e59605-fdcc-45f3-88d7-081e39ab450b	['Albert Von Tilzer', 'Neville Fleeson']	['Neville Fleeson']	Song	Q4544773	song		https://en.wikipedia.org/wiki/(I%27ll_Be_with_You)_In_Apple_Blossom_Time
1638	dataset/trad/In The Garden (I Come To The Garden Alone).xml	In The Garden (I Come To The Garden Alone)	Charles Austin Miles	7dae3f40-839d-4cfd-a398-3aaad365ae26	['Charles Austin Miles']	['Charles Austin Miles']	Song	Q11977017	Gospel song written and composed by Austin Miles, ursprungligen publicerad år 1912		https://en.wikipedia.org/wiki/In_the_Garden_(1912_song)
1639	dataset/trad/In The Gloaming.xml	In The Gloaming	Meta Orred, Annie Fortescue Harrison	b8303518-ef08-4c3c-885e-0328301e3778	['Annie Fortescue Harrison']	['Meta Orred']	Song				
1640	dataset/trad/In The Good Ol' Summertime.xml	In The Good Ol' Summertime	George 'Honey Boy' Evans, Ben Shields	892f3df2-e819-417e-a5b5-dc05f303720b	['George Evans']	['Ren Shields']	Song	Q6012220	song performed by Nat King Cole		https://en.wikipedia.org/wiki/In_the_Good_Old_Summer_Time
1641	dataset/trad/In The Shade Of The Old Apple Tree.xml	In The Shade Of The Old Apple Tree	Egbert Anson Van Alstyne, Harry H Williams	acde607a-99fa-4646-9f8d-d6a2459e342e	['Egbert Van Alstyne', 'Harry Williams']	[]	Song	Q5926944	song		https://en.wikipedia.org/wiki/In_the_Shade_of_the_Old_Apple_Tree
1642	dataset/trad/In The Sweet Bye And Bye.xml	In The Sweet Bye And Bye	Samuel F Bennett, J F Webster	c7a35120-52d4-4dd9-8b89-59281f11ef86	['Joseph Philbrick Webster']	['Sanford Fillmore Bennett']	Song	Q6012994	song composed by Joseph Webster with lyrics by Sanford Fillmore Bennett performed by Glen Campbell		https://en.wikipedia.org/wiki/In_the_Sweet_By-and-By
1643	dataset/trad/In The Upper Garden 1.xml	In The Upper Garden	Charles Austin Miles	7dae3f40-839d-4cfd-a398-3aaad365ae26	['Charles Austin Miles']	['Charles Austin Miles']	Song	Q11977017	Gospel song written and composed by Austin Miles, ursprungligen publicerad år 1912		https://en.wikipedia.org/wiki/In_the_Garden_(1912_song)
1644	dataset/trad/Indian Love Call.xml	Indian Love Call	Friml, Stothart, Harbach, O Hammerstein II	833c4c9c-12cf-3b62-8220-66ff57aa3e5e	['Herbert Stothart', 'Rudolf Friml']	['Oscar Hammerstein II', 'Otto Harbach']	Song	Q16386327	song composed by Herbert Stothart, Rudolf Friml		https://en.wikipedia.org/wiki/Indian_Love_Call
1645	dataset/trad/Indian Red.xml	Indian Red	Wild Tchoupitoulas		[]	[]					
1646	dataset/trad/Indiana.xml	Indiana	Hanley, McDonald	291f1eeb-030e-35f4-bd70-9206eb9dc752	['James F. Hanley']	['Ballard MacDonald']	Song	Q798311	song composed by James F. Hanley, lyrics by Ballard MacDonald	mc0002420047	https://en.wikipedia.org/wiki/Back_Home_Again_in_Indiana
1647	dataset/trad/Into Each Life Some Rain Must Fall.xml	Into Each Life Some Rain Must Fall	Fisher, Roberts	60729162-7599-4157-a3f2-3ac71c72394a	['Doris Fisher']	['Alan Roberts']	Song	Q16997227	song performed by The Ink Spots		https://en.wikipedia.org/wiki/Into_Each_Life_Some_Rain_Must_Fall
1648	dataset/trad/Irish Black Bottom.xml	Irish Black Bottom	Louis Armstrong, Percy Venables	70e02812-074f-4ed6-873e-205ce1072f4d	['Percy Venable']	[]	Song				
1649	dataset/trad/Is It True What They Say About Dixie 1.xml	Is It True What They Say About Dixie	Gerald Marks, Irving Caesar , Sammy Lerner	6bd97bb8-10de-4410-a803-bddb83bae9e5	['Gerald Marks', 'Irving Caesar', 'Sammy Lerner']	[]	Song				
1650	dataset/trad/Is You Is Or Is You Ain't My Baby.xml	Is You Is Or Is You Ain't My Baby	Louis Jordan, Billy Austin	5e2b3c4e-45e1-4bad-bfc2-3a531df27ce5	['Bill Austin', 'Louis Jordan']	[]	Song				
1651	dataset/trad/Isle Of Capri.xml	Isle Of Capri	Will Grosz, Jimmy B Kennedy	9df338b6-1feb-34ee-a274-d677d77aad2e	['Wilhelm Grosz']	['Jimmy Kennedy']	Song	Q3429895	original song composed by Wilhelm Grosz, lyrics by Jimmy Kennedy	mc0002476869	https://en.wikipedia.org/wiki/Isle_of_Capri_(song)
1652	dataset/trad/It Don't Mean A Thing (Dixieland Tunes).xml	It Don't Mean A Thing	Duke Ellington, Irving Mills	1d20addb-3555-3615-8232-2ba14863e351	['Duke Ellington']	['Irving Mills']	Song	Q730605	song by Duke Ellington		https://en.wikipedia.org/wiki/It_Don%27t_Mean_a_Thing_(If_It_Ain%27t_Got_That_Swing)
1653	dataset/trad/It Had To Be You (Dixieland Tunes).xml	It Had To Be You	Isham Jones, Gus Kahn	6a386e41-ed76-3df2-a0c4-fba63aa34137	['Isham Jones']	['Gus Kahn']	Song	Q6091772	1924 song by Isham Jones and Gus Kahn	mc0002496376	https://en.wikipedia.org/wiki/It_Had_to_Be_You_(song)
1654	dataset/trad/It Happened In Monteray.xml	It Happened In Monteray	Mabel Wayne, Billy Rose	9bbab8d0-04b7-4f3c-883d-0111d92f6468	['Mabel Wayne']	['Billy Rose']	Song	Q24964784	"original song composed by Mabel Wayne, lyrics by Billy Rose; from the 1930 film ""King of Jazz"""	mc0002611548	https://en.wikipedia.org/wiki/It_Happened_in_Monterey
1655	dataset/trad/It Looks Like Rain In Cherry Blossom Lane.xml	It Looks Like Rain In Cherry Blossom Lane	Joseph A Burke, Edgar Leslie		[]	[]					
1656	dataset/trad/It's A Long Way To Tipperary.xml	It's A Long Way To Tipperary	Jack Judge, Harry H Williams	2feda550-1f4d-4083-829f-05c4c9a26e85	['Henry James “Harry” Williams', 'Jack Judge']	[]	Song	Q1160066	song		https://en.wikipedia.org/wiki/It%27s_a_Long_Way_to_Tipperary
1657	dataset/trad/It's A Sin To Tell A Lie (Dixieland Tunes).xml	It's A Sin To Tell A Lie	Billy Mayhew, Charles Wilmott	83166284-ffc9-342e-a630-904f68b7db19	['Billy Mayhew']	['Billy Mayhew']	Song	Q6091299	song performed by Slim Whitman		https://en.wikipedia.org/wiki/It%27s_a_Sin_to_Tell_a_Lie
1658	dataset/trad/It's The Talk Of The Town (Dixieland Tunes).xml	It's The Talk Of The Town	Livingston, Simes, Neiburg	ca74b0e0-b896-496f-8263-6de54a4e4821	['Jerry Livingston']	['Al J. Neiburg', 'Marty Symes']	Song	Q6091474	original song composed by Jerry Livingston, lyrics by Al J. Neiburg and Marty Symes	mc0002508072	https://en.wikipedia.org/wiki/It%27s_the_Talk_of_the_Town
1659	dataset/trad/It's Tight Like That.xml	It's Tight Like That	Dorsey, Whittaker	1d1712e3-62a5-4d61-9444-610264fe0221	['Tampa Red', 'Thomas A. Dorsey']	[]	Song				
1660	dataset/trad/Ja-Da.xml	Ja-Da	Bob Carleton	0605c6f4-6c66-435d-96f8-ac2de8fb7b98	['Bob Carleton']	[]	Song				
1661	dataset/trad/Jamaica Farewell.xml	Jamaica Farewell	Irving Burgie (Lord Burgess)		[]	[]					
1662	dataset/trad/Japanese Sandman 1.xml	Japanese Sandman	Richard A Whiting, Raymond B Egan	a27f97dd-2c44-4363-b68a-7d5abdd8ede8	['Richard A. Whiting']	['Raymond B. Egan']	Song	Q3437008	song composed by Richard A. Whiting		https://en.wikipedia.org/wiki/The_Japanese_Sandman
1663	dataset/trad/Jazz Me Blues.xml	Jazz Me Blues	Tom Delaney	672a2016-dd74-4967-abb8-31f38600845a	['Tom Delaney']	[]	Song				
1664	dataset/trad/Jersey Bounce (Dixieland Tunes).xml	Jersey Bounce	Plater-Bradshaw-Johnson-Wright	dedfa4c9-cc8b-3bb4-ad1b-c0c7a571f0ea	['Bobby Plater', 'Edward Johnson', 'Tiny Bradshaw']	['Buddy Feyne']	Song	Q6184760	song performed by Glenn Miller		https://en.wikipedia.org/wiki/Jersey_Bounce
1665	dataset/trad/Jesus On The Mainline.xml	Jesus On The Mainline	Trad.		[]	[]					
1666	dataset/trad/Jumpin' At The Woodside.xml	Jumpin' At The Woodside	Count Basie, Jon Hendricks	eabb264e-5d86-4f62-9fc7-260523f07f36	['Count Basie']	[]		Q1713218	Jazz standard first recorded by the Count Basie Orchestra		https://en.wikipedia.org/wiki/Jumpin%27_at_the_Woodside
1667	dataset/trad/June Night.xml	June Night	Abel Baer, Cliff Friend	9c563dc5-f3ce-312a-89c6-580522e56a90	['Abel Baer']	['Cliff Friend']	Song				
1668	dataset/trad/Just A Closer Walk With Thee 1.xml	Just A Closer Walk With Thee	Kenneth Morris	09d3cf74-c448-4b7d-87f7-af9b269887fa	['Van Morrison', '[traditional]']	['Van Morrison', '[traditional]']	Song				
1669	dataset/trad/Just A Gigolo (Dixieland Tunes).xml	Just A Gigolo	Leonello Casucci, Irving Caesar	40d79e5d-724d-43e7-ac85-95b64c325d27	['Leonello Casucci']	['Julius Brammer']	Song	Q1405817	Austrian 1929 song		https://en.wikipedia.org/wiki/Just_a_Gigolo_(song)
1670	dataset/trad/Just A Little While To Stay Here.xml	Just A Little While To Stay Here	Eugene M Bartlett		[]	[]					
1671	dataset/trad/Just As I Am (Without One Plea).xml	Just As I Am (Without One Plea)	Bradbury, Elliott	adb80f53-564c-4bdf-aa99-11df414ce724	[]	['Charlotte Elliott']	Song	Q6316607	evangelical himn		https://en.wikipedia.org/wiki/Just_as_I_Am_(hymn)
1672	dataset/trad/Just Forget.xml	Just Forget	Unknown Composer		[]	[]					
1673	dataset/trad/Keeping Out Of Mischief Now 1.xml	Keeping Out Of Mischief Now	Fats Waller, Andy Razaf	09832a62-88fe-38e9-bb50-e82444d11a65	['Fats Waller']	['Andy Razaf']	Song				
1674	dataset/trad/Kentucky Home.xml	Kentucky Home	Stephen Collins Foster	86e57562-9b58-4720-b03a-29ea995be03b	['Stephen Foster']	['Stephen Foster']	Song	Q1153133	song		https://en.wikipedia.org/wiki/My_Old_Kentucky_Home
1675	dataset/trad/King Of The Swingers.xml	King Of The Swingers	Richard M Sherman, Robert B Sherman	8765573f-406e-46f6-ae06-05f48f5f4575	['Richard Rodgers']	['Oscar Hammerstein II']	Song				
1676	dataset/trad/Kiss To Build A Dream On (Dixieland Tunes), A.xml	Kiss To Build A Dream On , A	Kalmar-Ruby-Hammerstein	7f8d6a17-e13b-328a-8e30-0a9dc00e7e4b	['Harry Ruby']	['Bert Kalmar', 'Oscar Hammerstein II']	Song	Q4657597	"song composed by Harry Ruby, lyrics by Bert Kalmar and Oscar Hammerstein II; from the 1951 movie ""The Strip"""	mc0002490251	https://en.wikipedia.org/wiki/A_Kiss_to_Build_a_Dream_On
